Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
85 000 000 Rwf,"kibagabaga, @85.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,kigali-kanombe,20m/25m,5.0,3.0,Yes,,,Yes,Yes
1 500 000 000 Rwf,kibagabaga @150.000.000 Rwf,/,7.0,4.0,,,,Yes,Yes
52 000 000 Rwf,52M kANOMBE,/,4.0,3.0,,Yes,,,
45 000 000 Rwf,"www.gobeland.com,kanombe @45 millions",25/30m,,1.0,,,,Yes,Yes
25 000 000 Rwf,25m kibagabaga,25m/20m,4.0,0.0,,,,Yes,Yes
50 000 000 Rwf,50M GACURIRO,30mx20m,4.0,1.0,Yes,Yes,Yes,Yes,
57 000 000 Rwf,57m kabeza,/,4.0,3.0,,Yes,,,
75 000 000 Rwf,75m gisozi,/,4.0,3.0,,Yes,,,
50 000 000 Rwf,Kigali,22/25C,4.0,3.0,,,,Yes,
85 000 000 Rwf,85m gihogwe/jali,25mx30m,5.0,4.0,Yes,Yes,Yes,Yes,
100 000 000 Rwf,kigali kicukiro,/,4.0,3.0,,,,Yes,Yes
20 000 000 Rwf,kigali,/,3.0,2.0,,,,,
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Rwf,"www.gobeland.com,kanombe @40 millions",20/25m,4.0,2.0,,,,Yes,Yes
25 000 000 Rwf,25M KIMIRONKO,/,4.0,3.0,,Yes,,,
85 000 000 Rwf,85M GACURIRO,20mx30m,4.0,3.0,,,,,Yes
55 000 000 Rwf,Kigali,/,4.0,2.0,,,,Yes,
55 000 000 Rwf,"www.gobeland.com,Masaka @55 millions",25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,"www.Gobeland.com, kanombe@50 millions",25/20m,4.0,3.0,,,,Yes,Yes
218 000 000 Rwf,Gasabo-Ndera,999sqm,,,,,,,Yes
55 000 000 Rwf,Kigalidealer.com,25/30 ,,,,,,,
55 000 000 Rwf,Kimironko:kivuproperty.com,25mx30m,4.0,3.0,,,,,
37 000 000 Rwf,37M KAGUGU NEAR FAWE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
350 000 000 Rwf,kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
6 500 000 Rwf,kigali,/,3.0,1.0,,,,,
53 000 000 Rwf,53M kanombe,20mx25m,4.0,3.0,,,,Yes,Yes
115 000 000 Rwf,Kibagabaga  ,25/30P,5.0,3.0,,,,Yes,
60 000 000 Rwf,Kabeza@60 millions,/,4.0,3.0,,,,,
75 000 000 Rwf,kimironko @4bedrooms @75.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
28 000 000 Rwf,ZINDIRO,/,,,,,,,
64 000 000 Rwf,KIcukiro,/,4.0,1.0,,,,,Yes
50 000 000 Rwf,50M REMERA,20m/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,70M GIKONDO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
70 000 000 Rwf,Kigali-Kicukiro house for sale@70 millions:www.gobeland.com,25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Rwf,52M kagarama ,/,4.0,3.0,,Yes,,,
60 000 000 Rwf,Kicukiro house for sale@60 millions,25/20m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,65m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Rwf,kigali kanombe,25/25m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25m kagarama,40mx30m,3.0,1.0,,,,,
52 000 000 Rwf,52millions kimironko,/,4.0,1.0,,,,Yes,Yes
75 000 000 Rwf,Kibagabaga house for sale@75 millions,/,4.0,3.0,Yes,,,,
85 000 000 Rwf,85M KICUKIRO House for sale ,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
140 000 000 Rwf,Kigali,504 sq,4.0,4.0,,,,,
55 000 000 Rwf,"Kigali,kanombe @55 millions.",25/25m,,1.0,,,,Yes,Yes
52 000 000 Rwf,52m kibagabaga,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Rwf,Remera@4bedrooms @35.000.000 Rwf,20/30m,4.0,2.0,,,,Yes,Yes
55 000 000 Rwf,55M GISOZI,20mx30m,4.0,3.0,,,,,
180 000 000 Rwf,180M kibagabaga,1765sqm,6.0,6.0,Yes,Yes,Yes,Yes,
70 000 000 Rwf,70M Kibagabaga,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Rwf,kibagabaga @85.000.000 Rwf,25/30m,5.0,4.0,,,,Yes,Yes
250 000 000 Rwf,www.gobeland.com Gacuriro @250.000.000 Rwf,30/30m,6.0,5.0,,,,Yes,Yes
55 000 000 Rwf,55M kibagabaga,20mx25m,4.0,2.0,Yes,Yes,Yes,Yes,
11 000 000 Rwf,kigali,15m/20m,,,,,,,
70 000 000 Rwf,KICUKIRO,/,4.0,3.0,,,,,
50 000 000 Rwf,kanombe @50.000.000 Rwf,28/30m,4.0,3.0,,,,Yes,Yes
$ 700 000,Nyarutarama,40m*35m,6.0,5.0,,,,,Yes
32 000 000 Rwf,32M Masaka,20mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
38 000 000 Rwf,38M GISOZI,,3.0,2.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,"www.gobeland.com,kabeza @60 millions",20x30m,4.0,1.0,,,,Yes,Yes
50 000 000 Rwf,Kigali Kibagabaga,/,,,,,,,
75 000 000 Rwf,kicukiro 75M,/,3.0,3.0,Yes,Yes,Yes,Yes,
46 000 000 Rwf,kanombe @46.000.000 Rwf,25/20m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,kigali kinyinya,20/25m,4.0,2.0,,,,Yes,Yes
90 000 000 Rwf,Kacyiru house for sale@90 millions,35/30m,4.0,3.0,,,,Yes,Yes
8 000 000 Rwf,Nyamirambo 8m,20/30S,,,,,,,
250 000 000 Rwf,250M GACURIRO,/,4.0,3.0,,Yes,,,
30 000 000 Rwf,"Kabuga, Rwanda",,3.0,2.0,,,Yes,,
75 000 000 Rwf,kicukiro house for sale@75 millions,/,4.0,3.0,,,,,
120 000 000 Rwf,kacyiru:kivuproperty.com,/,4.0,3.0,,Yes,,Yes,
$ 21 600,Gacuriro,/,4.0,4.0,,,Yes,,
38 000 000 Rwf,38M KIMIRONKO,20MX30M,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,kibagabaga 80,944sqm,5.0,3.0,,,,,
250 000 000 Rwf,kabeza,30/30m,4.0,4.0,,,,Yes,Yes
70 000 000 Rwf,kigali,30mx30m,5.0,5.0,,,,Yes,Yes
52 000 000 Rwf,kigali kabeza,25/20m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,www.gobelandhouse.com is selling a house at kanombe@55.000.000RWF,20/25m,4.0,3.0,,,,Yes,Yes
230 000 000 Rwf,www.gobeland.com Gisozi @230.000.000 Rwf,30/40m,8.0,10.0,,,,Yes,Yes
75 000 000 Rwf,75m kimironko,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
53 000 000 Rwf,kibagabaga,20/15C,4.0,3.0,,,,Yes,
45 000 000 Rwf,Kigali 45m,30/20p,4.0,3.0,,Yes,,Yes,Yes
53 000 000 Rwf,kigali-kanombe-festus,20mx25m,4.0,3.0,,,,,Yes
42 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,
90 000 000 Rwf,Kacyiru house for sale@90 millions,35/30m,4.0,3.0,,,,Yes,Yes
Negotiable,"kigali,ku mulindi",/,4.0,3.0,,,,,
130 000 000 Rwf,kigali gacuriro,27/30m,5.0,5.0,,,,Yes,Yes
120 000 000 Rwf,120M KIBAGABAGA,/,4.0,3.0,,Yes,,,
110 000 000 Rwf,www.gobeland.com/ kibagabaga@ 110 millions,25/35m,4.0,1.0,,,,Yes,Yes
50 000 000 Rwf,kanombe @50.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Rwf,30M GIKONDO,20mx30m,4.0,3.0,,,,,
140 000 000 Rwf,140M kibagabaga,30MX30M,5.0,4.0,,,,Yes,Yes
170 000 000 Rwf,"Kigali, Gisozi",,,,Yes,Yes,Yes,Yes,Yes
100 000 000 Rwf,kigali kibagabaga,25/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,kigali@festussibo28@gmail.com,20m/20m,4.0,2.0,,,,Yes,
85 000 000 Rwf,Kibagabaga 85M,600sqm,4.0,4.0,,,,,
45 000 000 Rwf,45M GISOZI,30mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
75 000 000 Rwf,75M KWAMUSHIMIRE ,30mx20m,5.0,3.0,,,,,Yes
70 000 000 Rwf,70M GACURIRO,20mx30m,4.0,3.0,,,,,
30 000 000 Rwf,30M masaka,25m/30m,4.0,1.0,,,,Yes,Yes
120 000 000 Rwf,Kibagabaga house for sale@120 millions,30/20m,5.0,4.0,Yes,,,Yes,Yes
17 000 000 Rwf,kigali kicukiro,25/30m,,1.0,,,,,
65 000 000 Rwf,kigali kibagabaga,25/30m,4.0,3.0,,,,Yes,Yes
180 000 000 Rwf,Kacyiru 180M,1465sqm,4.0,1.0,,Yes,Yes,,
28 000 000 Rwf,28m kanombe,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
85 000 000 Rwf,85m kagugu,20m/30m,5.0,3.0,,,,Yes,Yes
90 000 000 Rwf,Kigalidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
65 000 000 Rwf,"www.gobelandhouse.com,KiCUKIRO@65 millions",25/20â,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,Kigali-Kicukiro house for sale@50 millions:www.gobeland.com,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,70@Remera,/,,1.0,,,,,
90 000 000 Rwf,90m kibagabaga,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,45M GIKONDO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,60M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
450 000 000 Rwf,Nyarutarama,30x35 ,6.0,5.0,Yes,,,Yes,Yes
10 000 000 Rwf,kigali ,25mx20m,,,,,,,
50 000 000 Rwf,50m kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
42 000 000 Rwf,42m masaka,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
85 000 000 Rwf,Kigalidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
55 000 000 Rwf,Kigali kanombe,/,4.0,3.0,,,,Yes,Yes
100 000 000 Rwf,Kigali rwanda,25mx30m,5.0,4.0,,,,,Yes
$ 500,500$ nyarutarama,20mx30m,4.0,2.0,,,,,
70 000 000 Rwf,70M Kibagabaga,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,kigali 60M,30/20F,5.0,3.0,,,,Yes,Yes
35 000 000 Rwf,MASAKA,/,,,,,,,
250 000 000 Rwf,KABEZA @250.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Rwf,"Kigali, Kimironko, Zindiro",,5.0,3.0,Yes,Yes,Yes,Yes,Yes
90 000 000 Rwf,kigali-kicukiro,25mx30m,5.0,3.0,Yes,Yes,Yes,Yes,Yes
18 000 000 Rwf,MASAKA,/,4.0,,,,,,
35 000 000 Rwf,kabeza 35m,/,4.0,3.0,,Yes,,,
100 000 000 Rwf,kigali kibagabaga,25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,www.kigalidealer.com,30/30m,6.0,2.0,,,,Yes,Yes
45 000 000 Rwf,kanombe @45.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Rwf,KANOMBE,/,4.0,3.0,,,,Yes,Yes
20 000 000 Rwf,GISOZI,/,4.0,,,,,,
55 000 000 Rwf,55M KAGARAMA,20mx30m,4.0,3.0,,,,,
150 000 000 Rwf,150M kimironko,20MX30M,5.0,4.0,,,,Yes,Yes
29 000 000 Rwf,NYAMATA KARIYERI,,4.0,3.0,,,Yes,,Yes
27 000 000 Rwf,27m masaka,30mx40m,3.0,2.0,Yes,Yes,Yes,Yes,
47 000 000 Rwf,www.gobeland.com/Kigali-kanombe@ 47 millions,25/20m,4.0,3.0,,,,Yes,
37 000 000 Rwf,kigali kicukiro,20/30m,,1.0,,,,,Yes
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",28/30m,4.0,3.0,,,,Yes,Yes
150 000 000 Rwf,150M kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
170 000 000 Rwf,Kigali,,5.0,5.0,Yes,,Yes,,
70 000 000 Rwf,www.gobeland.com kabeza @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
53 000 000 Rwf,kanombe @53.000.000 Rwf,25/20m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,"www,gobelandhouse.com is selling a house at kanombe @55millions",25/25m,,1.0,,,,Yes,Yes
60 000 000 Rwf,Kibagabaga house for sale@60 millions,/,3.0,2.0,Yes,,,,
150 000 000 Rwf,150M kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Rwf,35m kanombe,,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Rwf,35m gihogwe/jali,30mx40m,4.0,3.0,Yes,Yes,Yes,Yes,
100 000 000 Rwf,Gacuriro @100.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
105 000 000 Rwf,"Kibagabaga, Kigali",,4.0,3.0,Yes,Yes,Yes,Yes,
28 000 000 Rwf,ZINDIRO,/,,,,,,,
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
230 000 000 Rwf,www.gobeland.com Gisozi @230.000.000 Rwf,30/40m,8.0,10.0,,,,Yes,Yes
60 000 000 Rwf,kanombe @60.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,Kanombe house for sale@75 millions,/,4.0,3.0,,,,,
30 000 000 Rwf,Kimironko,252 sq,4.0,1.0,,,,Yes,Yes
70 000 000 Rwf,kimironko @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
42 000 000 Rwf,"KIGALI,GISOZI",/,4.0,2.0,,Yes,,,
100 000 000 Rwf,100M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
150 000 000 Rwf,Kibagabaga house for sale@150 millions,20/25P,5.0,4.0,Yes,,,Yes,Yes
65 000 000 Rwf,Kigali kimironko,750sqm,4.0,3.0,,Yes,,Yes,Yes
12 000 000 Rwf,"kanombe,,,kivuproperty.com",25mx30m,3.0,,,,,,
43 000 000 Rwf,www.kigalidealer.com,30/20 ,4.0,3.0,,,,,
35 000 000 Rwf,Kabeza house for sale@35 millions,30/20P,4.0,2.0,Yes,,,Yes,Yes
25 000 000 Rwf,25M GAHANGA,15mx20m,4.0,3.0,,,,Yes,
2 500 000 Rwf,kigali,/,,,,,,,
180 000 000 Rwf,kigali-kibagabaga-festus,20x25m,5.0,4.0,,,,,Yes
85 000 000 Rwf,"KIGALI, KICUKIRO",/,4.0,3.0,,Yes,,Yes,Yes
350 000 000 Rwf,Kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
50 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35m kanombe,20m/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,kigali 80,30/25p,4.0,3.0,,Yes,,Yes,Yes
65 000 000 Rwf,65m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Rwf,Zindiro,/,4.0,3.0,,,,Yes,
65 000 000 Rwf,"www.gobeland.com,Kagugu @65 millions",30/25m,,1.0,,,,Yes,Yes
30 000 000 Rwf,30M KABUGA,/,4.0,3.0,,Yes,,,
55 000 000 Rwf,www.gobeland.com/ kanombe@55 millions,25/35m,4.0,1.0,,,,Yes,Yes
230 000 000 Rwf,Kigali,5 be,5.0,5.0,Yes,,Yes,Yes,
90 000 000 Rwf,90M KARURUMA,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Rwf,www.gobelandhouse.com is selling a house at kibagabaga/price:120.000.000RWF,35/30m,6.0,6.0,,,,Yes,Yes
52 000 000 Rwf,kigali gacuriro,25/30m,4.0,3.0,,,,Yes,Yes
72 000 000 Rwf,kigali@festus,20mx30m,4.0,3.0,,,,Yes,Yes
150 000 000 Rwf,150M kimironko,20MX30M,5.0,4.0,,,,Yes,Yes
30 000 000 Rwf,Kabuga,,4.0,2.0,Yes,,Yes,Yes,
110 000 000 Rwf,110M Kibagabaga,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Rwf,40M kimironko,/,4.0,3.0,,Yes,,,
50 000 000 Rwf,www.gobeland.com/ kicukiro@50 millions,25/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Rwf,Rebero big Villas for sale @130.000.000 Rwf,30/30m,5.0,4.0,Yes,,,Yes,Yes
160 000 000 Rwf,"www.gobeland.com,Kibagabaga @160 millions",30/30m,,1.0,,,,Yes,Yes
55 000 000 Rwf,Kigali,/,4.0,2.0,,,,Yes,
135 000 000 Rwf,"Kigali, Kimironko",,4.0,3.0,,Yes,Yes,Yes,
53 000 000 Rwf,53M Remera,25mx30m,4.0,3.0,,,,,
35 000 000 Rwf,35M masaka,/,4.0,3.0,,Yes,,,
120 000 000 Rwf,Gacuriro 120m,30/20p,4.0,3.0,,Yes,,Yes,Yes
60 000 000 Rwf,"kicukiro, house for sale @60.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Rwf,30m kimironko,20mx30m,4.0,2.0,,,,,
350 000 000 Rwf,kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
60 000 000 Rwf,60M gisozi,/,4.0,3.0,,Yes,,,
50 000 000 Rwf,kagarama 50millions,30MX20M,4.0,3.0,,,,Yes,Yes
$ 85 000,nyarutarama apartment for sale@ 85.000 $,35/30m,25.0,26.0,,,,Yes,Yes
75 000 000 Rwf,Kicukiro house for sale@75 millions,30/25m,,1.0,,,,Yes,Yes
70 000 000 Rwf,kanombe @55.000.000 Rwf,28/30m,4.0,3.0,,,,Yes,Yes
13 000 000 Rwf,kanombe 13M,20mx30m,3.0,0.0,,,,Yes,Yes
25 000 000 Rwf,remera 25M,20mx30m,4.0,2.0,,,,Yes,Yes
30 000 000 Rwf,30M GIKONDO,20mx30m,4.0,3.0,,,,,
28 000 000 Rwf,Kigali,750Sqm,4.0,2.0,,,Yes,,Yes
120 000 000 Rwf,kigali kibagabaga @120 Millions,25x30m,4.0,1.0,,,,Yes,Yes
70 000 000 Rwf,"www.gobeland.com,kimironko @70 millions",25/30m,,1.0,,,,Yes,Yes
90 000 000 Rwf,"Kigali, Gikondo",/,4.0,3.0,,Yes,,,
300 000 000 Rwf,Musanze--Ruhengeri,180mx200m,,,,,,,
180 000 000 Rwf,kigali-kibagabaga-festus,20x25m,5.0,4.0,,,,,Yes
130 000 000 Rwf,"Kicukiro, Kigali",,4.0,3.0,Yes,Yes,Yes,Yes,
45 000 000 Rwf,45M GIKONDO,20mx30m,4.0,3.0,,,,Yes,Yes
43 000 000 Rwf,www.Gobelandhouse.com is selling a house at Kanombe@43millions,20/30m,4.0,3.0,,,,Yes,Yes
110 000 000 Rwf,"Kibagabaga house for sale, 110 millions",20/25m,,1.0,,,,Yes,Yes
45 000 000 Rwf,kigali -kinyinya,/,4.0,3.0,,,,,Yes
85 000 000 Rwf,85M rusororo,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Rwf,"Kigali,kanombe @55 millions.",25/30m,,1.0,,,,Yes,Yes
60 000 000 Rwf,KIMIRONKO,/,4.0,,,,,,
90 000 000 Rwf,Gacuriro house for sale@90 millions,25/35m,4.0,1.0,,,,Yes,Yes
70 000 000 Rwf,kigali,30/20f,,3.0,,Yes,,Yes,Yes
130 000 000 Rwf,Kimironko,1100 sq,5.0,4.0,,,,Yes,Yes
60 000 000 Rwf,Gisozi 60m,30/25 ,4.0,3.0,,,,,
120 000 000 Rwf,"Kigali, Kicukiro",,4.0,4.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,kigali kicukiro,25/25m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,kigali/remera,/,4.0,3.0,,Yes,,,
3 000 000 Rwf,kigali-GASOGI,/,,,,,,,
27 000 000 Rwf,27m masaka,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Rwf,30M KABUGA,/,4.0,3.0,,Yes,,,
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Rwf,52M kANOMBE,/,4.0,3.0,,Yes,,,
100 000 000 Rwf,"REMERA,RDB",/,4.0,3.0,,Yes,,Yes,
70 000 000 Rwf,70M GACURIRO,25m/30m,4.0,3.0,,,,Yes,Yes
140 000 000 Rwf,"IGALI ,KIBAGABAGA",/,5.0,4.0,,Yes,,,
55 000 000 Rwf,kigali remera,20/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Rwf,kigali@festussibo28@gmail.com,25m/30m,4.0,3.0,,,,Yes,
160 000 000 Rwf,Kibagabaga,/,4.0,4.0,,,Yes,Yes,Yes
52 000 000 Rwf,kagarama 52M,/,4.0,3.0,,Yes,,,
130 000 000 Rwf,kigali-kimironko @130 millions,25/30m,6.0,5.0,,,,Yes,Yes
48 000 000 Rwf,48m kanombe,/,4.0,3.0,,Yes,,,
15 000 000 Rwf,Kigali ,/,3.0,,,,,,
40 000 000 Rwf,40M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Rwf,120M Gikondo,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Rwf,25M KAGARAMA,/,4.0,3.0,,Yes,,,
52 000 000 Rwf,KANOMBE,20m/30m,4.0,3.0,,,,,Yes
25 000 000 Rwf,25m kibagabaga,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Rwf,"KIGALI,GATSATA",/,4.0,2.0,,Yes,,,
50 000 000 Rwf,50M Kimironko,/,4.0,3.0,,,,Yes,
18 000 000 Rwf,Kigali Kicukiro,22/18,3.0,,,,,,
350 000 000 Rwf,kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
650 000 000 Rwf,65M kimironko,35mx35m,4.0,1.0,Yes,Yes,Yes,Yes,
65 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,65M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,GATENGA HOUSE FOR SALE @45 MILLIONS,20/30m,4.0,2.0,,,,Yes,Yes
53 000 000 Rwf,kigali@festus,20m/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Rwf,"KIGALI,KANOMBE. ",/,4.0,3.0,,Yes,,,
45 000 000 Rwf,45M KAGARAMA,/,4.0,3.0,,Yes,,,
18 000 000 Rwf,kigali,2525cal,,,,,,,
200 000 000 Rwf,200M Gikondo,20mx30m,8.0,6.0,,,,,
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",28/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,Kagarama 50m,600sqm,4.0,3.0,,,,,
52 000 000 Rwf,kigali,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,kanzenze,30/35m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,kanombe @50.000.000 Rwf,30/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35M nyamata-kanzenze,/,4.0,3.0,,Yes,,,
42 000 000 Rwf,42m masaka,20mx30m,4.0,2.0,,,,,
7 000 000 Rwf,Kigali/Gasabo,/,,,,,,,
65 000 000 Rwf,kigali@festus,20m/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Rwf,"www.gobeland.com,KiCUKIRO @40 millions",25/25m,4.0,3.0,,,,Yes,
50 000 000 Rwf,50m kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Rwf,30M KABUGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Rwf,Kigali,/,4.0,3.0,,,,Yes,
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",28/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,85M KIBAGABAGA,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
40 000 000 Rwf,kigali kabeza,25/20m,4.0,2.0,,,,Yes,Yes
35 000 000 Rwf,35M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Rwf,25M KAGARAMA,40mx30m,4.0,3.0,,,,,
50 000 000 Rwf,50m kimironko,20MX30M,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,www.gobeland.com/ kibagabaga@65 millions,25/35m,4.0,1.0,,,,Yes,Yes
40 000 000 Rwf,Kicukiro house for sale@40 millions,35/30m,,1.0,,,,Yes,Yes
50 000 000 Rwf,kanombe @50.000.000 Rwf,25/20m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,www.gobeland.com kicukiro@70.000.000rwf,25/25m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,www.gobeland.com/ kibagabaga@ 85 millions,25/30m,5.0,4.0,,,,Yes,Yes
35 000 000 Rwf,35M zindiro,25mx20m,4.0,2.0,,,,,Yes
80 000 000 Rwf,80M Rusororo,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Rwf,KIGALI CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
30 000 000 Rwf,30M GIKONDO,20mx30m,4.0,3.0,,,,,
140 000 000 Rwf,"kibagabaga, @140.000.000 Rwf",35/40m,4.0,3.0,,,,Yes,Yes
47 000 000 Rwf,kigali-kabeza-festus,/,4.0,3.0,,,,,Yes
80 000 000 Rwf,KIGALI CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
20 000 000 Rwf,kigali-kabeza-festus,/,,,,,,,
55 000 000 Rwf,"Kigali, Kicukiro",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,45M KANOMBE,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
55 000 000 Rwf,"kibagabaga, @55.000.000 Rwf",25/30m,5.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25M GISOZI,,4.0,1.0,Yes,Yes,Yes,Yes,Yes
70 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,Kimironko house for sale@85 millions,30/25m,,1.0,,,,Yes,Yes
30 000 000 Rwf,Gisozi,/,,,,,,,
90 000 000 Rwf,kigali-kicukiro,20mx30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,Kimironko house for sale@60 millions,30/20m,,1.0,,,,Yes,Yes
120 000 000 Rwf,Rebero big Villas for sale @130.000.000 Rwf,30/20m,,1.0,Yes,,,Yes,Yes
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
110 000 000 Rwf,"Kibagabaga, Kigali",,5.0,4.0,Yes,Yes,Yes,Yes,
60 000 000 Rwf,kigali/remera,/,4.0,3.0,,Yes,,,
85 000 000 Rwf,Kigalidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
52 000 000 Rwf,Kigali kanombe,/,4.0,3.0,,,,Yes,Yes
